row_idx,true_id,true_label,pred_id,pred_label,max_prob,embedding,is_correct,dist_to_pred_centroid,nearest_centroid_id,nearest_centroid_dist
0,0,benign,0,benign,0.9851802587509155,"[3.0723350048065186, 0.15094071626663208, 2.834049701690674, 0.0, 0.0, 2.0961923599243164, 0.0, 0.15352343022823334, 0.9071540832519531, 0.0, 0.0, 2.7060108184814453, 0.0, 0.0, 0.0, 2.7428109645843506, 0.0, 0.0, 1.6425060033798218, 0.0, 0.0, 0.6193875670433044, 1.5449001789093018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6239852905273438, 3.0587596893310547, 2.4711802005767822, 0.0, 0.0, 1.2738702297210693, 0.0, 0.0, 0.786966860294342, 3.105135440826416, 0.0, 0.0, 3.5428900718688965, 2.25636887550354, 2.9611454010009766, 1.8552350997924805, 0.0, 1.4950065612792969, 1.248104453086853, 2.3762805461883545, 0.0, 0.0, 0.6369539499282837, 0.0, 0.7197730541229248, 0.8490690588951111, 4.3175950050354, 0.0, 0.926821768283844, 1.8320280313491821, 3.5663468837738037, 0.0, 0.285086452960968, 0.0, 2.0076076984405518, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0594170093536377, 2.066056251525879, 0.1636189967393875, 3.040753126144409, 2.4805636405944824, 0.0, 2.4165279865264893, 0.10909194499254227, 0.0, 0.0, 0.0, 0.0, 0.8735644221305847, 1.134505271911621, 0.03496507555246353, 0.0, 0.0, 0.43412694334983826, 0.0, 0.0, 1.0507394075393677, 1.103590488433838, 0.0, 0.0, 0.7624331116676331, 0.0, 2.5561130046844482, 0.5455620288848877, 0.0, 1.9407999515533447, 0.0, 0.0, 0.0, 1.908253788948059, 0.1580161303281784, 0.0, 0.0, 0.8105776309967041, 3.165794849395752, 0.0, 2.1298177242279053, 0.0, 0.9939253926277161, 3.669755458831787, 0.0, 0.7102413177490234, 0.04718426242470741, 3.5307209491729736, 2.3656005859375, 3.764098882675171, 1.8416483402252197, 4.4435601234436035, 2.679610252380371, 3.5660240650177, 0.0, 2.991136074066162, 0.0, 0.17557430267333984, 0.956369161605835]",1,5.113427639007568,0,5.113427639007568
1,0,benign,0,benign,0.9855338335037231,"[3.170348644256592, 0.09474703669548035, 2.8056020736694336, 0.0, 0.0, 2.051389455795288, 0.0, 0.39778074622154236, 0.9610231518745422, 0.0, 0.0, 2.7933461666107178, 0.0, 0.0, 0.0, 2.9517788887023926, 0.0, 0.0, 1.547410249710083, 0.0, 0.0, 0.5703427195549011, 1.7103149890899658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6510093212127686, 3.2838857173919678, 2.4906253814697266, 0.0, 0.0, 1.13847815990448, 0.0, 0.0, 0.7044657468795776, 3.1711342334747314, 0.0, 0.0, 3.7468762397766113, 2.384796142578125, 2.989804983139038, 1.7606332302093506, 0.0, 1.5457326173782349, 1.0154833793640137, 2.2535526752471924, 0.0, 0.0, 0.5119625926017761, 0.0, 0.8791386485099792, 0.8613579869270325, 4.195401668548584, 0.0, 0.7959176301956177, 1.879660725593567, 3.597510576248169, 0.0, 0.4801830053329468, 0.0, 1.9079450368881226, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3342409133911133, 2.1592421531677246, 0.17041723430156708, 3.307701349258423, 2.3915889263153076, 0.0, 2.530332326889038, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0446549654006958, 1.185092806816101, 0.0, 0.0, 0.0, 0.7816576361656189, 0.0, 0.0, 0.9600093960762024, 1.1584546566009521, 0.0, 0.0, 0.26138079166412354, 0.0, 2.6685376167297363, 0.7778562307357788, 0.0, 2.1690032482147217, 0.0, 0.0, 0.0, 1.8019300699234009, 0.2445627748966217, 0.0, 0.0, 0.9073973894119263, 3.1438963413238525, 0.0, 1.9549773931503296, 0.0, 1.0601726770401, 3.851966142654419, 0.0, 0.754414439201355, 0.013673398643732071, 3.4606118202209473, 2.547975778579712, 3.7790517807006836, 1.8743321895599365, 4.334925651550293, 2.6464316844940186, 3.582319736480713, 0.0, 2.688990592956543, 0.0, 0.0, 0.9903641939163208]",1,5.18804407119751,0,5.18804407119751
2,0,benign,0,benign,0.985895037651062,"[3.1269898414611816, 0.12445849180221558, 2.851614236831665, 0.0, 0.0, 2.102710008621216, 0.0, 0.18765656650066376, 1.0488853454589844, 0.0, 0.0, 2.577186346054077, 0.0, 0.0, 0.0, 2.697624683380127, 0.0, 0.0, 1.5233081579208374, 0.0, 0.0, 0.31749093532562256, 1.6167405843734741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3966971635818481, 3.100208282470703, 2.466486930847168, 0.0, 0.0, 1.0971589088439941, 0.0, 0.0, 0.7329896092414856, 3.0697379112243652, 0.0, 0.0, 3.6263680458068848, 2.3743386268615723, 3.118894338607788, 1.7576897144317627, 0.0, 1.4151266813278198, 1.0593345165252686, 2.285729169845581, 0.0, 0.0, 0.5878042578697205, 0.0, 0.45069825649261475, 0.9001466035842896, 4.221989154815674, 0.0, 0.9321686625480652, 1.7893640995025635, 3.5220601558685303, 0.0, 0.5802068710327148, 0.0, 1.8992632627487183, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0271646976470947, 2.3093273639678955, 0.32076704502105713, 3.1415300369262695, 2.431631088256836, 0.0, 2.4088172912597656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8289492130279541, 1.2592660188674927, 0.02511843480169773, 0.0, 0.0, 0.8117115497589111, 0.0, 0.0, 0.9227418303489685, 1.3918529748916626, 0.0, 0.0, 0.4997934103012085, 0.0, 2.5048375129699707, 0.6079744696617126, 0.0, 1.9537229537963867, 0.0, 0.0, 0.0, 2.0071630477905273, 0.1993538737297058, 0.0, 0.0, 0.7836761474609375, 3.124037265777588, 0.0, 2.411107301712036, 0.0, 1.0305812358856201, 3.8342554569244385, 0.0, 0.7388893365859985, 0.2459261417388916, 3.6826467514038086, 2.297769069671631, 3.583940029144287, 1.652430772781372, 4.471041679382324, 2.5064520835876465, 3.6344244480133057, 0.0, 3.000112295150757, 0.09019821882247925, 0.053235068917274475, 1.013081669807434]",1,5.015609264373779,0,5.015609264373779
3,0,benign,0,benign,0.9867303371429443,"[3.1242928504943848, 0.0, 2.856867790222168, 0.0, 0.0, 2.131762742996216, 0.0, 0.2191341668367386, 0.9611934423446655, 0.0, 0.0, 2.5808627605438232, 0.0, 0.0, 0.0, 2.780062675476074, 0.0, 0.0, 1.5186982154846191, 0.0, 0.0, 0.33895981311798096, 1.7219799757003784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5324658155441284, 3.048470973968506, 2.3362185955047607, 0.0, 0.0, 0.9611755609512329, 0.0, 0.0, 0.7758433222770691, 3.248342752456665, 0.0, 0.0, 3.653733015060425, 2.2586798667907715, 3.108351707458496, 1.7964189052581787, 0.0, 1.3999289274215698, 1.106232762336731, 2.242915153503418, 0.0, 0.0, 0.5456737279891968, 0.0, 0.6649434566497803, 0.8874631524085999, 4.224630355834961, 0.0, 1.103958010673523, 1.9020166397094727, 3.4709854125976562, 0.0, 0.37011247873306274, 0.0, 2.020444393157959, 0.0, 0.0, 0.0, 0.0, 0.0, 2.078314781188965, 2.2758607864379883, 0.2107751965522766, 3.0681872367858887, 2.384556293487549, 0.0, 2.4897196292877197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6815141439437866, 1.2932994365692139, 0.07229948788881302, 0.0, 0.0, 0.5174515247344971, 0.0, 0.0, 1.147114872932434, 1.2891336679458618, 0.0, 0.0, 0.39062368869781494, 0.0, 2.5209860801696777, 0.47006574273109436, 0.0, 2.0645809173583984, 0.0, 0.0, 0.0, 1.9511522054672241, 0.22511577606201172, 0.0, 0.0, 0.871681809425354, 3.156158685684204, 0.0, 2.124133825302124, 0.0, 0.9906685948371887, 3.712859869003296, 0.0, 0.7793528437614441, 0.11596633493900299, 3.688612222671509, 2.431739330291748, 3.6655428409576416, 1.7149949073791504, 4.448403358459473, 2.6396126747131348, 3.5462558269500732, 0.0, 2.8940608501434326, 0.0, 0.13602373003959656, 0.9924880266189575]",1,5.062743186950684,0,5.062743186950684
4,0,benign,0,benign,0.8214747905731201,"[0.33190444111824036, 0.8161885142326355, 2.224802017211914, 0.0, 0.0, 1.7513937950134277, 0.0, 1.2632417678833008, 1.2823989391326904, 0.0, 0.0, 2.0407590866088867, 0.0, 0.21684519946575165, 0.0, 0.5496889352798462, 0.0, 0.0, 0.23033331334590912, 0.0, 0.0, 0.4811050295829773, 1.0383011102676392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.945306658744812, 0.9309355020523071, 2.2092156410217285, 0.2694741189479828, 0.0, 0.453814834356308, 0.0, 0.0, 0.8671565055847168, 1.6366033554077148, 0.0, 0.7496718168258667, 2.0170412063598633, 0.7742401361465454, 1.813153624534607, 0.9333297610282898, 0.0, 2.161982297897339, 0.5286771655082703, 1.4206652641296387, 0.0, 0.0, 0.0, 0.0, 0.9076937437057495, 1.10978102684021, 2.270954132080078, 0.0, 0.9810002446174622, 0.6328194737434387, 2.4768669605255127, 0.0, 0.7285921573638916, 0.7258063554763794, 1.9109728336334229, 0.0, 0.0, 0.0, 0.2568248212337494, 0.0, 1.8579647541046143, 1.7892638444900513, 0.2986597716808319, 1.5911880731582642, 1.4110912084579468, 0.0, 1.2359102964401245, 0.34860101342201233, 0.0, 0.0, 0.0, 0.29592663049697876, 0.0, 0.6597585678100586, 0.0, 0.0, 0.0, 1.2534363269805908, 0.0, 0.0, 0.0, 0.7948107123374939, 0.38175901770591736, 0.0, 0.0, 0.0, 1.9704129695892334, 1.2799993753433228, 0.0, 2.0892348289489746, 0.49946463108062744, 0.0, 0.0, 2.544278860092163, 0.23416855931282043, 0.0, 0.0, 1.5790014266967773, 1.7027827501296997, 0.0, 1.158046007156372, 0.16091744601726532, 1.4394800662994385, 2.6338541507720947, 0.0, 1.8154282569885254, 1.175690770149231, 1.8584445714950562, 1.3700041770935059, 1.855318307876587, 0.6873159408569336, 2.608778238296509, 0.7147058844566345, 1.9238064289093018, 0.0, 1.4058347940444946, 1.570458173751831, 0.5744441151618958, 1.1319717168807983]",1,4.2137579917907715,0,4.2137579917907715
5,2,suspicious_path_probe,2,suspicious_path_probe,0.7694716453552246,"[0.0, 0.4927894175052643, 0.9331608414649963, 0.0, 0.0, 2.2936785221099854, 0.0, 2.1599373817443848, 1.7596436738967896, 0.0, 0.0, 1.2957428693771362, 0.0, 0.36760079860687256, 0.0, 0.7193843722343445, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2511212825775146, 0.7934914827346802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.622393012046814, 0.014014220796525478, 2.385140895843506, 0.0, 0.0, 1.5062475204467773, 0.0, 0.0, 0.0971444696187973, 0.9617264866828918, 0.0, 1.8445466756820679, 1.3385761976242065, 0.6529243588447571, 1.0219635963439941, 0.22631165385246277, 0.0, 2.211111545562744, 0.0, 0.12861984968185425, 0.0, 0.0, 0.0, 0.0, 0.03216034546494484, 0.0, 0.9631130695343018, 0.0, 0.3939100205898285, 0.9370555877685547, 2.1710991859436035, 0.0, 0.30772173404693604, 1.4871244430541992, 2.782672166824341, 0.0, 0.08222633600234985, 0.0, 0.5089787840843201, 0.0, 1.2633302211761475, 0.6765889525413513, 1.5328049659729004, 1.0829321146011353, 0.4354332387447357, 0.0, 0.6045575141906738, 0.0745326355099678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8103169202804565, 0.0, 0.0, 0.0, 2.054041624069214, 0.0, 0.0, 0.0, 1.3343884944915771, 0.9053149223327637, 0.0, 0.0, 0.0, 2.3991994857788086, 2.140990972518921, 0.0, 2.3935787677764893, 0.33207958936691284, 0.0, 0.0, 2.5802621841430664, 1.0946754217147827, 0.0, 0.0, 1.7184925079345703, 0.677959144115448, 0.0, 0.7155183553695679, 0.5493217706680298, 2.528862476348877, 2.6333506107330322, 0.0, 2.161212205886841, 1.282436728477478, 1.1750004291534424, 1.169474720954895, 1.5336434841156006, 1.5645222663879395, 0.6838580965995789, 0.7656294107437134, 0.5454925298690796, 0.0, 0.6603056192398071, 2.551389455795288, 0.9724172949790955, 1.2083780765533447]",1,2.1430420875549316,2,2.1430420875549316
6,1,command_exec,1,command_exec,0.8836342692375183,"[0.6235758662223816, 0.0, 0.9078444838523865, 0.0, 0.0, 1.912720799446106, 0.0, 0.06704787909984589, 0.435501366853714, 0.0, 0.0, 2.660550355911255, 0.0, 0.0, 0.0, 3.425374746322632, 0.0, 0.0, 0.21868759393692017, 0.0, 0.0, 1.8597921133041382, 0.320670485496521, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02262689545750618, 2.108474016189575, 0.9947837591171265, 0.0, 0.0, 1.4415494203567505, 0.0, 0.0, 0.5225728154182434, 0.8712011575698853, 0.0, 0.8153464198112488, 2.4805617332458496, 1.347936987876892, 1.7763994932174683, 0.3300386965274811, 0.0, 3.3170554637908936, 0.0, 0.13419273495674133, 0.0, 0.0, 0.0, 0.0, 0.4626126289367676, 1.0679340362548828, 2.7341434955596924, 0.0, 0.2655414938926697, 3.3829710483551025, 1.4271550178527832, 0.0, 1.8099066019058228, 0.18927010893821716, 3.3082528114318848, 0.0, 0.0, 0.0, 1.6549246311187744, 0.0, 2.745710611343384, 0.2062952220439911, 0.0, 3.2828145027160645, 0.0, 0.0, 2.620028257369995, 1.6756292581558228, 0.0, 0.0, 0.0, 0.0, 0.5427103638648987, 0.17753788828849792, 0.26187950372695923, 0.0, 0.0, 0.24576684832572937, 0.0, 0.0, 0.0, 1.6169252395629883, 0.4659632742404938, 0.0, 0.8141891956329346, 0.0, 2.4318909645080566, 0.9113152623176575, 0.0, 0.2732221782207489, 0.0, 0.0, 0.0, 0.41501176357269287, 1.6733604669570923, 0.0, 0.0, 0.10162276029586792, 2.5018727779388428, 0.0, 2.409820795059204, 0.8709188103675842, 3.3645901679992676, 0.7389213442802429, 0.0, 0.41774773597717285, 0.5407153964042664, 1.7355300188064575, 0.44731488823890686, 0.6951969265937805, 3.334167957305908, 2.3282363414764404, 2.5600688457489014, 2.142141103744507, 0.0, 1.9017033576965332, 0.8921155333518982, 0.4118618071079254, 1.8931719064712524]",1,2.307382345199585,1,2.307382345199585
7,0,benign,0,benign,0.7965688109397888,"[0.5429950952529907, 0.41171225905418396, 2.1154093742370605, 0.0, 0.0, 1.4855576753616333, 0.0, 1.3852821588516235, 1.4256669282913208, 0.0, 0.0, 2.402533531188965, 0.0, 0.5179775953292847, 0.0, 1.1269279718399048, 0.0, 0.0, 0.6755383610725403, 0.0, 0.0, 0.7217294573783875, 1.1258183717727661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7782830595970154, 1.1000720262527466, 2.517355442047119, 0.0, 0.0, 0.5251845717430115, 0.0, 0.0, 0.7899450659751892, 1.5710959434509277, 0.0, 0.8809895515441895, 2.605994939804077, 1.1217381954193115, 2.278724193572998, 0.9134671688079834, 0.0, 2.1754744052886963, 0.26964715123176575, 1.3390239477157593, 0.0, 0.0, 0.0, 0.0, 0.5460596084594727, 0.6155895590782166, 2.019998788833618, 0.0, 1.21596360206604, 0.7256541848182678, 2.27622127532959, 0.0, 0.6625608801841736, 0.5262377858161926, 2.2648675441741943, 0.0, 0.0, 0.0, 0.31371402740478516, 0.0, 1.8790457248687744, 1.5191720724105835, 0.5811557173728943, 1.189390778541565, 1.1866731643676758, 0.0, 1.2257870435714722, 0.11366016417741776, 0.0, 0.0, 0.0, 0.09946451336145401, 0.0, 0.9351059198379517, 0.020628729835152626, 0.0, 0.0, 1.2693874835968018, 0.0, 0.0, 0.0, 1.1142302751541138, 0.3235556185245514, 0.0, 0.0, 0.0, 2.05757999420166, 1.2598210573196411, 0.0, 2.097175121307373, 0.04126571863889694, 0.0, 0.0, 2.6726486682891846, 0.4669891893863678, 0.0, 0.0, 2.2032296657562256, 1.404153823852539, 0.0, 1.120544195175171, 0.464774489402771, 1.7206639051437378, 2.770371198654175, 0.0, 1.7176786661148071, 0.8548399209976196, 1.6889041662216187, 1.5006623268127441, 2.11037278175354, 1.2267513275146484, 2.205171585083008, 0.6152192950248718, 1.497369408607483, 0.0, 1.4939672946929932, 1.4789543151855469, 0.7868937849998474, 1.2506985664367676]",1,4.159103870391846,0,4.159103870391846
8,0,benign,0,benign,0.9843187928199768,"[3.073413610458374, 0.0, 2.782438278198242, 0.0, 0.0, 2.152891159057617, 0.0, 0.1494791954755783, 1.1030807495117188, 0.0, 0.0, 2.636068820953369, 0.0, 0.0, 0.0, 2.6180613040924072, 0.0, 0.0, 1.5691643953323364, 0.0, 0.0, 0.4920200705528259, 1.7347347736358643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5813993215560913, 3.0340182781219482, 2.541024684906006, 0.0, 0.0, 0.96513831615448, 0.0, 0.0, 0.6014586091041565, 3.031111717224121, 0.0, 0.0, 3.5541787147521973, 2.195197582244873, 3.0026090145111084, 1.6670173406600952, 0.0, 1.3178000450134277, 1.080998182296753, 2.3824191093444824, 0.0, 0.0, 0.7281191349029541, 0.0, 0.7718914747238159, 1.0439057350158691, 4.176054954528809, 0.0, 1.016977310180664, 1.9672060012817383, 3.6104884147644043, 0.0, 0.4853869676589966, 0.0, 2.079296588897705, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1540541648864746, 2.1915411949157715, 0.2958526015281677, 3.0673365592956543, 2.4357290267944336, 0.0, 2.450864315032959, 0.10425323992967606, 0.0, 0.0, 0.0, 0.0, 0.9704276323318481, 1.2890188694000244, 0.07034871727228165, 0.0, 0.0, 0.5075055360794067, 0.0, 0.0, 0.9832911491394043, 1.0346283912658691, 0.0, 0.0, 0.6198461651802063, 0.0, 2.5837934017181396, 0.5088034272193909, 0.0, 2.13464617729187, 0.0, 0.0, 0.0, 1.8854938745498657, 0.3285190761089325, 0.0, 0.0, 0.8000673055648804, 3.1463565826416016, 0.0, 2.2656090259552, 0.0, 1.1056288480758667, 3.7438817024230957, 0.0, 0.7496346235275269, 0.17655964195728302, 3.408066511154175, 2.266256093978882, 3.608431577682495, 1.8473800420761108, 4.181668758392334, 2.34802508354187, 3.3057820796966553, 0.0, 2.7587037086486816, 0.0, 0.0, 0.9566010236740112]",1,4.77604866027832,0,4.7760491371154785
9,0,benign,0,benign,0.721914529800415,"[0.4706921875476837, 0.45113083720207214, 2.269174575805664, 0.0, 0.0, 1.9620766639709473, 0.0, 1.3280553817749023, 0.9836404919624329, 0.0, 0.0, 1.7044265270233154, 0.0, 0.38524189591407776, 0.0, 0.898756742477417, 0.0, 0.0, 0.3980327248573303, 0.0, 0.0, 0.8275513052940369, 1.0079827308654785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6291593313217163, 0.9777087569236755, 2.2603261470794678, 0.0, 0.0, 0.8045842051506042, 0.0, 0.0, 0.518791139125824, 1.5169000625610352, 0.0, 1.0150675773620605, 2.085956335067749, 1.0721118450164795, 1.8100697994232178, 0.7970790863037109, 0.0, 2.2621400356292725, 0.3332628011703491, 1.0219810009002686, 0.0, 0.0, 0.0, 0.0, 0.6455027461051941, 0.7940794229507446, 1.8921232223510742, 0.0, 1.1549090147018433, 0.7444732785224915, 2.4298388957977295, 0.0, 0.6052109003067017, 0.5494095683097839, 1.9602917432785034, 0.0, 0.0, 0.0, 0.0, 0.0, 1.649124264717102, 1.2784414291381836, 0.31019920110702515, 1.0259391069412231, 1.0061830282211304, 0.0, 1.2010639905929565, 0.1263827532529831, 0.0, 0.0, 0.0, 0.08784515410661697, 0.0, 0.8248946666717529, 0.0, 0.0, 0.0, 1.0484199523925781, 0.0, 0.0, 0.0, 1.0031510591506958, 0.584554135799408, 0.0, 0.0, 0.0, 2.309974431991577, 1.236311912536621, 0.0, 2.003227710723877, 0.4712018370628357, 0.0, 0.0, 2.3905911445617676, 0.7482233643531799, 0.0, 0.0, 1.592395544052124, 1.6087673902511597, 0.0, 1.1511861085891724, 0.5906784534454346, 1.6633021831512451, 2.2498490810394287, 0.0, 1.7872533798217773, 0.8708534836769104, 1.5468279123306274, 1.2855970859527588, 2.0806684494018555, 1.0940635204315186, 2.271660089492798, 0.9305842518806458, 1.74388587474823, 0.0, 1.5393054485321045, 1.9628273248672485, 0.6895276308059692, 1.4262967109680176]",1,4.570210933685303,2,4.0211663246154785
